Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Power
L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,9.300000000000011,54114
L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,9.300000000000011,46360.799999999996
L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,9.300000000000011,64047.5
M,300.4,309.6,1521,35,119,0,0,0,0,0,0,9.200000000000045,53235
L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,9.200000000000045,75155.5
L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,9.200000000000045,58635.5
H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,9.200000000000045,52785.600000000006
H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,9.100000000000023,78432.90000000001
M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,9.199999999999989,73142.09999999999
L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,9.199999999999989,47112
L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,9.199999999999989,67262.40000000001
L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,9.199999999999989,45288.600000000006
L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,9.300000000000011,48393.3
L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,9.199999999999989,60548.600000000006
L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,9.199999999999989,47215
L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,9.100000000000023,68050.4
L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,9.299999999999955,64676.00000000001
L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,9.199999999999989,63963.6
H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,9.199999999999989,43042.5
L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,9.199999999999989,61250.4
L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,9.300000000000011,41494.6
H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,9.199999999999989,55784.200000000004
L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,9.100000000000023,72352
M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,9.100000000000023,57811.99999999999
L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,9.199999999999989,61543.5
L,300.8,310,1468,52.7,178,0,0,0,0,0,0,9.199999999999989,77363.6
M,300.8,309.9,1444,46,180,0,0,0,0,0,0,9.099999999999966,66424
L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,9.100000000000023,72375.3
L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,9.099999999999966,53684.4
M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,9.199999999999989,52683.4
L,300.7,309.9,1815,27,190,0,0,0,0,0,0,9.199999999999989,49005
L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,9.099999999999966,85673.59999999999
H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,9.099999999999966,39187.2
L,300.9,310,1671,26.8,199,0,0,0,0,0,0,9.100000000000023,44782.8
M,300.9,310,1416,46.6,201,0,0,0,0,0,0,9.100000000000023,65985.6
M,300.9,310,1600,36,204,0,0,0,0,0,0,9.100000000000023,57600
L,300.9,310,2595,13.7,207,0,0,0,0,0,0,9.100000000000023,35551.5
M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,9,62848.5
M,301,310.1,1681,27.4,212,0,0,0,0,0,0,9.100000000000023,46059.399999999994
L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,9,57697.200000000004
H,301,310.1,1454,44.1,217,0,0,0,0,0,0,9.100000000000023,64121.4
L,301,310.1,1558,32.6,0,0,0,0,0,0,0,9.100000000000023,50790.8
H,301,310.1,1756,30.7,2,0,0,0,0,0,0,9.100000000000023,53909.2
L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,9,57555.2
L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,9.099999999999966,80461.5
M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,8.900000000000034,35796
M,301.1,310,1433,48.1,14,0,0,0,0,0,0,8.899999999999977,68927.3
L,301.1,310,1513,38,17,0,0,0,0,0,0,8.899999999999977,57494
L,301,309.9,1507,41.8,19,0,0,0,0,0,0,8.899999999999977,62992.6
L,301,310,1480,43.5,21,0,0,0,0,0,0,9,64380
H,301.1,310,1470,40.1,23,0,0,0,0,0,0,8.899999999999977,58947
L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,9,56364
H,301,310,1212,67.9,30,0,0,0,0,0,0,9,82294.8
L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,9,66457.3
M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,8.900000000000034,58143.399999999994
L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,9,45315.2
L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,9,68196.2
M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,9.099999999999966,51245
L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,9.299999999999955,46475.200000000004
L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,9.299999999999955,96563.2
L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,9.199999999999989,58176
L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,9.199999999999989,67310.4
L,301.2,310.5,1546,40,55,0,0,0,0,0,0,9.300000000000011,61840
L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,9.300000000000011,60572.9
H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,9.300000000000011,52162.5
H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,9.5,43387.2
H,301.2,310.6,1352,52,69,0,0,0,0,0,0,9.400000000000034,70304
L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,9.399999999999977,70988.8
L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,9.300000000000011,63471.200000000004
H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,9.300000000000011,65618
L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,9.199999999999989,66222.6
M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,9.199999999999989,58795.700000000004
L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,9.300000000000011,66320.2
L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,9.300000000000011,77687.6
M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,9.300000000000011,87141.6
L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,9.300000000000011,57794.7
L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,9.400000000000034,56936.7
L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,9.400000000000034,50260.8
M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,9.300000000000011,68355
M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,9.400000000000034,52661.4
M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,9.400000000000034,61047
L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,9.400000000000034,50808
L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,9.400000000000034,42657
H,301.3,310.6,1527,44,114,0,0,0,0,0,0,9.300000000000011,67188
L,301.3,310.7,1516,46,119,0,0,0,0,0,0,9.399999999999977,69736
L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,9.300000000000011,58984
L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,9.300000000000011,46614.600000000006
L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,9.400000000000034,73200.3
M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,9.300000000000011,48842.200000000004
H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,9.199999999999989,65099.8
L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,9.199999999999989,47039.399999999994
M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,9.100000000000023,52252.2
M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,9.100000000000023,60629.299999999996
H,301.5,310.6,1512,39,143,0,0,0,0,0,0,9.100000000000023,58968
L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,9.199999999999989,42749.8
L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,9.199999999999989,56498.399999999994
M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,9.199999999999989,39852.3
L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,9.199999999999989,39811
L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,9.200000000000045,59477.4
L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,9.200000000000045,57039.99999999999
L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,9.300000000000011,44431.600000000006
M,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,9.300000000000011,54113.9
L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,9.300000000000011,55212.299999999996
M,301.4,310.7,1375,42,168,0,0,0,0,0,0,9.300000000000011,57750
L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,9.200000000000045,50817.4
M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,9.300000000000011,68073.2
L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,9.300000000000011,76683.6
M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,9.200000000000045,46931.5
L,301.4,310.6,1578,33,181,0,0,0,0,0,0,9.200000000000045,52074
M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,9.100000000000023,65730.3
L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,9,57375.6
L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,9,62876.399999999994
L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,9,63108.7
L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,9.099999999999966,62441.6
L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,9.099999999999966,58923.700000000004
L,301.4,310.4,1559,36,196,0,0,0,0,0,0,9,56124
L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,9,54549.600000000006
M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,9,57414.600000000006
L,301.5,310.5,1372,44,203,0,0,0,0,0,0,9,60368
M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,9,52479.99999999999
L,301.5,310.6,1453,44,208,0,0,0,0,0,0,9.100000000000023,63932
M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,9.099999999999966,44599.8
L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,9.099999999999966,58862.799999999996
M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,9,60411.7
L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,9,45661.7
L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,9,42280.7
M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0,9.099999999999966,69644.59999999999
L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,9.099999999999966,49530.5
L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,9,41429.1
M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0,9.199999999999989,56356
M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,9.199999999999989,57287.6
L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,9.100000000000023,69310.8
L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,9.199999999999989,72766.40000000001
L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,9.099999999999966,59013
M,301.5,310.6,1424,47,26,0,0,0,0,0,0,9.100000000000023,66928
M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,9.199999999999989,64521.299999999996
L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,9.100000000000023,64165.8
M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,9.100000000000023,66502.2
M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0,9.100000000000023,58830.2
M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0,9,50899.100000000006
H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0,9,68133.4
L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,9,60839.600000000006
M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0,8.899999999999977,58622.399999999994
L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,8.899999999999977,58812.6
L,301.5,310.4,1543,34,55,0,0,0,0,0,0,8.899999999999977,52462
H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,9,53640.6
L,301.6,310.6,1222,70,62,0,0,0,0,0,0,9,85540
L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,8.900000000000034,62184.3
L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,8.900000000000034,47642
L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,8.900000000000034,65044.5
M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0,8.900000000000034,63203.99999999999
L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,9,80316.8
M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0,9,86132.2
M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,9,50925.1
M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,9.099999999999966,42625.8
M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,9,40569.8
L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,9,76292.3
M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0,9,59266.200000000004
L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,9,60973.6
M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0,9.099999999999966,63092.4
L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,9,68552.5
M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,8.900000000000034,41459.600000000006
L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0,8.899999999999977,54958.5
L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,8.899999999999977,69011.8
M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0,8.899999999999977,69710.2
M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0,8.899999999999977,76203.4
L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,9,66611.2
M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0,9,50894.1
L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,9,62122
L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0,9,60286.2
M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0,9,45237
H,301.5,310.5,1453,48,124,0,0,0,0,0,0,9,69744
L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,9,64222.600000000006
L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,9.100000000000023,66792
L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,9,57628.8
L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0,9,48847.4
L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,9,53662.5
M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0,9,79134
L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0,9.100000000000023,68703.5
M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0,8.899999999999977,58845.6
L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,9,50581.8
L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,9,43164.799999999996
L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0,8.899999999999977,61156.8
M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,8.899999999999977,74115
L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,8.799999999999955,55103.299999999996
M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,8.899999999999977,70945.6
H,301.5,310.4,1580,35.7,161,0,0,0,0,0,0,8.899999999999977,56406.00000000001
M,301.4,310.3,1610,29.1,166,0,0,0,0,0,0,8.900000000000034,46851
L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0,8.900000000000034,36569.8
L,301.4,310.3,1639,32.7,171,0,0,0,0,0,0,8.900000000000034,53595.3
M,301.4,310.4,1553,44.7,173,0,0,0,0,0,0,9,69419.1
L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,8.900000000000034,65402.4
L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0,9,72787
L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0,9,50893.8
H,301.4,310.5,1421,43.8,182,0,0,0,0,0,0,9.100000000000023,62239.799999999996
M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0,9.099999999999966,59739.799999999996
M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0,9.099999999999966,39139.1
L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0,9.099999999999966,70988.8
L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0,9.099999999999966,59059.2
L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0,9.099999999999966,59760
L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0,9.099999999999966,72679.59999999999
H,301.4,310.5,1536,39.9,201,0,0,0,0,0,0,9.100000000000023,61286.399999999994
L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0,9.100000000000023,57859.200000000004
L,301.4,310.5,1571,33.9,208,0,0,0,0,0,0,9.100000000000023,53256.899999999994
L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0,9.100000000000023,40359.6
L,301.5,310.6,1357,42.1,212,0,0,0,0,0,0,9.100000000000023,57129.700000000004
L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,9.099999999999966,71912
L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,9.099999999999966,71484
L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0,9.199999999999989,57439
L,301.5,310.6,1579,28,220,0,0,0,0,0,0,9.100000000000023,44212
L,301.5,310.7,1423,44,222,0,0,0,0,0,0,9.199999999999989,62612
L,301.5,310.7,1435,38.5,224,0,0,0,0,0,0,9.199999999999989,55247.5
M,301.5,310.7,1336,65.6,0,1,0,0,1,0,0,9.199999999999989,87641.59999999999
L,301.6,310.8,1392,42.4,3,0,0,0,0,0,0,9.199999999999989,59020.799999999996
L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0,9.300000000000011,70424.90000000001
L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0,9.300000000000011,64267.5
L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0,9.300000000000011,58816.799999999996
L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0,9.399999999999977,66690.8
L,301.6,310.9,1538,40.4,13,0,0,0,0,0,0,9.299999999999955,62135.2
L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0,9.299999999999955,66795.2
L,301.7,311,1715,24.8,17,0,0,0,0,0,0,9.300000000000011,42532
L,301.7,311,1700,28.7,19,0,0,0,0,0,0,9.300000000000011,48790
L,301.7,311,1548,40.3,21,0,0,0,0,0,0,9.300000000000011,62384.399999999994
L,301.7,311,1546,43,23,0,0,0,0,0,0,9.300000000000011,66478
L,301.7,311,1343,49.2,25,0,0,0,0,0,0,9.300000000000011,66075.6
M,301.7,311,1510,47.8,27,0,0,0,0,0,0,9.300000000000011,72178
M,301.8,311,1839,23.6,30,0,0,0,0,0,0,9.199999999999989,43400.4
M,301.8,311,1756,26.7,33,0,0,0,0,0,0,9.199999999999989,46885.2
M,301.7,310.9,1300,62.7,36,0,0,0,0,0,0,9.199999999999989,81510
M,301.7,311,1311,55.8,39,0,0,0,0,0,0,9.300000000000011,73153.8
L,301.7,310.9,1636,31.3,42,0,0,0,0,0,0,9.199999999999989,51206.8
L,301.6,310.9,1643,34.1,44,0,0,0,0,0,0,9.299999999999955,56026.3
L,301.6,310.8,1418,44.7,46,0,0,0,0,0,0,9.199999999999989,63384.600000000006
M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0,9.100000000000023,61246.4
H,301.6,310.9,1419,50.2,51,0,0,0,0,0,0,9.299999999999955,71233.8
L,301.6,310.9,1623,34.1,56,0,0,0,0,0,0,9.299999999999955,55344.3
M,301.6,310.8,1664,32,58,0,0,0,0,0,0,9.199999999999989,53248
M,301.5,310.7,1744,28.2,61,0,0,0,0,0,0,9.199999999999989,49180.799999999996
M,301.5,310.7,1510,36,64,0,0,0,0,0,0,9.199999999999989,54360
M,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,9.100000000000023,80294.2
L,301.4,310.6,1381,46.1,70,0,0,0,0,0,0,9.200000000000045,63664.1
L,301.3,310.6,1556,39,72,0,0,0,0,0,0,9.300000000000011,60684
M,301.4,310.6,1464,37.4,74,0,0,0,0,0,0,9.200000000000045,54753.6
L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0,9.200000000000045,55685.6
L,301.5,310.7,1323,49.7,79,0,0,0,0,0,0,9.199999999999989,65753.1
L,301.5,310.7,1426,46.1,81,0,0,0,0,0,0,9.199999999999989,65738.6
H,301.4,310.7,1516,36.4,83,0,0,0,0,0,0,9.300000000000011,55182.4
L,301.3,310.6,1416,45.2,88,0,0,0,0,0,0,9.300000000000011,64003.200000000004
L,301.3,310.6,1440,53.8,90,0,0,0,0,0,0,9.300000000000011,77472
L,301.3,310.6,1576,30.4,92,0,0,0,0,0,0,9.300000000000011,47910.399999999994
L,301.3,310.6,1387,53.6,94,0,0,0,0,0,0,9.300000000000011,74343.2
M,301.4,310.6,1464,48.6,96,0,0,0,0,0,0,9.200000000000045,71150.40000000001
L,301.4,310.6,2137,18,99,0,0,0,0,0,0,9.200000000000045,38466
M,301.4,310.6,1431,40.6,101,0,0,0,0,0,0,9.200000000000045,58098.6
L,301.3,310.6,1458,48,104,0,0,0,0,0,0,9.300000000000011,69984
L,301.4,310.7,1280,61,106,0,0,0,0,0,0,9.300000000000011,78080
L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0,9.300000000000011,47555.9
M,301.4,310.6,1565,36.1,110,0,0,0,0,0,0,9.200000000000045,56496.5
L,301.3,310.6,1560,36.8,113,0,0,0,0,0,0,9.300000000000011,57407.99999999999
M,301.5,310.7,1359,47.1,115,0,0,0,0,0,0,9.199999999999989,64008.9
L,301.5,310.8,1500,41,118,0,0,0,0,0,0,9.300000000000011,61500
L,301.5,310.8,1785,25.5,120,0,0,0,0,0,0,9.300000000000011,45517.5
L,301.5,310.9,1891,23.2,122,0,0,0,0,0,0,9.399999999999977,43871.2
H,301.5,310.9,1524,40.4,124,0,0,0,0,0,0,9.399999999999977,61569.6
M,301.6,311,1431,42.3,129,0,0,0,0,0,0,9.399999999999977,60531.299999999996
L,301.6,310.9,1385,51.2,132,0,0,0,0,0,0,9.299999999999955,70912
L,301.7,311,1503,44.8,134,0,0,0,0,0,0,9.300000000000011,67334.4
M,301.7,311,1311,46.8,136,0,0,0,0,0,0,9.300000000000011,61354.799999999996
M,301.6,310.9,1575,40.1,139,0,0,0,0,0,0,9.299999999999955,63157.5
L,301.6,311,1485,40.1,142,0,0,0,0,0,0,9.399999999999977,59548.5
L,301.7,311,1527,42.2,144,0,0,0,0,0,0,9.300000000000011,64439.4
M,301.7,311,1537,33.5,146,0,0,0,0,0,0,9.300000000000011,51489.5
H,301.8,311.1,1463,50.1,149,0,0,0,0,0,0,9.300000000000011,73296.3
L,301.7,311.2,1482,43.6,154,0,0,0,0,0,0,9.5,64615.200000000004
L,301.8,311.2,1417,55.9,156,0,0,0,0,0,0,9.399999999999977,79210.3
M,301.7,311.1,1506,39.5,158,0,0,0,0,0,0,9.400000000000034,59487
H,301.7,311.2,1639,30,161,0,0,0,0,0,0,9.5,49170
L,301.7,311.2,1418,38,166,0,0,0,0,0,0,9.5,53884
M,301.7,311,1298,58.1,168,0,0,0,0,0,0,9.300000000000011,75413.8
M,301.8,311.1,1395,44.6,171,0,0,0,0,0,0,9.300000000000011,62217
M,301.7,311.1,1578,40.5,174,0,0,0,0,0,0,9.400000000000034,63909
M,301.8,311.1,1597,29.8,177,0,0,0,0,0,0,9.300000000000011,47590.6
H,301.7,311,2016,19.3,180,0,0,0,0,0,0,9.300000000000011,38908.8
L,301.7,311,1585,35.9,185,0,0,0,0,0,0,9.300000000000011,56901.5
M,301.7,311,1505,44,187,0,0,0,0,0,0,9.300000000000011,66220
M,301.7,311,1505,37.1,190,0,0,0,0,0,0,9.300000000000011,55835.5
L,301.6,310.9,1706,29.5,193,0,0,0,0,0,0,9.299999999999955,50327
L,301.6,310.9,1385,50.7,195,0,0,0,0,0,0,9.299999999999955,70219.5
L,301.8,311.1,1495,36.9,197,0,0,0,0,0,0,9.300000000000011,55165.5
M,301.8,311.1,1663,31.6,199,0,0,0,0,0,0,9.300000000000011,52550.8
L,301.8,311.2,1840,26.6,202,0,0,0,0,0,0,9.399999999999977,48944
L,301.8,311.2,1822,26.2,204,0,0,0,0,0,0,9.399999999999977,47736.4
L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,9.400000000000034,53923.2
L,301.7,311,1441,44.3,208,1,1,0,0,0,0,9.300000000000011,63836.299999999996
L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,9.399999999999977,58910.6
L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,9.399999999999977,71120
L,301.4,310.8,1362,53.2,4,0,0,0,0,0,0,9.400000000000034,72458.40000000001
M,301.4,310.8,1782,26.5,6,0,0,0,0,0,0,9.400000000000034,47223
L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0,9.5,58828.799999999996
L,301.5,310.9,1580,32.3,11,0,0,0,0,0,0,9.399999999999977,51033.99999999999
M,301.4,311,1427,43.2,13,0,0,0,0,0,0,9.600000000000023,61646.4
L,301.3,310.9,1509,41.7,16,0,0,0,0,0,0,9.599999999999966,62925.3
H,301.3,310.8,1434,39.5,18,0,0,0,0,0,0,9.5,56643
L,301.2,310.8,1392,52.6,23,0,0,0,0,0,0,9.600000000000023,73219.2
M,301.3,310.8,1509,40.1,25,0,0,0,0,0,0,9.5,60510.9
M,301.2,310.7,1962,22.5,28,0,0,0,0,0,0,9.5,44145
L,301.3,310.7,1536,39.3,31,0,0,0,0,0,0,9.399999999999977,60364.799999999996
L,301.3,310.8,1381,47.9,33,0,0,0,0,0,0,9.5,66149.9
H,301.2,310.7,1747,27.3,35,0,0,0,0,0,0,9.5,47693.1
L,301.2,310.6,1670,30,40,0,0,0,0,0,0,9.400000000000034,50100
L,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,9.300000000000011,68922.5
L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0,9.5,41556.3
M,301.3,310.7,1819,25.5,46,0,0,0,0,0,0,9.399999999999977,46384.5
M,301.3,310.8,1372,54.2,49,0,0,0,0,0,0,9.5,74362.40000000001
L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0,9.5,60060
M,301.3,310.8,1494,35.3,54,0,0,0,0,0,0,9.5,52738.2
L,301.3,310.8,1531,53.4,57,0,0,0,0,0,0,9.5,81755.4
L,301.3,310.8,1450,46.9,59,0,0,0,0,0,0,9.5,68005
M,301.3,310.7,1391,52.5,61,0,0,0,0,0,0,9.399999999999977,73027.5
L,301.2,310.6,1389,45.3,64,0,0,0,0,0,0,9.400000000000034,62921.7
L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,9.400000000000034,71718.09999999999
H,301.1,310.6,1388,58.5,68,0,0,0,0,0,0,9.5,81198
M,301.1,310.6,1410,43.9,73,0,0,0,0,0,0,9.5,61899
M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0,9.399999999999977,50532.2
M,301.1,310.7,2219,16.7,79,0,0,0,0,0,0,9.599999999999966,37057.299999999996
L,301.2,310.7,1551,41.2,82,0,0,0,0,0,0,9.5,63901.200000000004
